review_text,label
This is a high quality print with rich colors and saturation. It arrived packaged really adorably. This is a bargain price for the quality of the print and the personalization the artist put into packaging it. Very talented and generous artist. 1000% recommend.,1
They are well made and look great. Seems strong. Even came with extra string and beads and a small thank you gift. Bought as a gift for my son and he loved it.,1
[[VIDEOID:cb54da4fe9425850e88e420f9a489f0]] I couldn't be happier with this product.  It sticks well and the instructions are awesome. Didn't take long to put up but slow and steady wins the race.,1
Well crafted and will be a keepsake for years to come!,1
"Good, but watch out for the handle screws underneath the tray. You might have to file or grind one or more of the Phillips screw heads a bit. If any of them protrude out, they can and will scratch or gouge a surface if the tray is slid or drug around. The tray seems hand assembled which is OK, but QA is maybe not so good.",0
People notice and live this beautiful necklace!  I intend to order more colors!!!,1
Love them even though the bows are extremely loose,1
Looks exactly as pictured and on nice thick paper,1
It looks and feels like plastic not porcelain.  The picture when I bought it did not have a year printed on the front.  The item I received had the year 2019 printed on it. The year I purchased it was 2021. Of course I returned it.,0
I love it,1
"I've been wearing this for over a month and haven't yet taken it off. No problems with showers, swimming, or sleeping.",1
Really cute and nice material and fit. My son loves it!!,1
My husband is really enjoying counting down the days with these blocks,1
"2 cute, got a lot of compliments",1
Keep my dog whistle on it and then we take it camping or on walks and I can clip poop bags to it I usualljust have to grab the lanyard and he comes don't even need to blow the whistle.,1
Very pleased with this purchase! The only thing I would change is I would of liked the title line to of been in a bigger font. Besides that it is perfect!,1
"Love, love, love my towels!!",1
I wouldn’t have bought this had I known the frame didn’t come with it,0
"Looks great , easy to apply",1
Beautiful Gift,1
I love it looks natural.<br />Bird print is also very clear.<br />I should purchase more! !,1
I love these inserts! I use them in a big happy planner and place them in the middle of my week to keep track of my clients at work. I also use them in a regular happy planner to keep track of morning/night routines and weight loss.,1
I bought 5 and loved all of them as did everyone i gifted !!! The horse was a little dark but the personalities of the rest of the group was apparent. my fav was the goats  !!!! Great idea !!,1
It is a very dainty necklace. I love it.,1
"Looks very nice…..just arrived so glad for that,,,color could be brighter…but is pretty..it is a gift so I cannot comment on how it goes up on wall.",1
This is a Beautiful piece and fits well. It lays well on my neck.,1
We love this metal art/sign. Quality is excellent and it was very easy to hang right before you enter our home. Highly recommend this custom sign to all.,1
This necklace girlfriend goes perfect with my fancy dresses! I'm like a Queen at a ball sister. This necklace set to the right size is a perfect comfy fit honey. I love this necklace and will wear it proudly sweetie.,1
"Exactly as described, extremely fast delivery.",1
"I love my necklace, good quality!",1
"Arrived ahead of schedule.  It was packaged in a lovely xmas box, tied with a red and white cord, including a gift tag.  The ornament was very nice, no flaws ...and the picture was on both sides.  Very happy with this.",1
I really liked this necklace but after just 2 months the chain broke.,0
I absolutely love this print! It's so beautiful and will go perfectly for what I had in mind.,1
"Although lovely, too thick for my stud earrings. Something thinner and smaller would be better.",0
what an amazing buy!  seller was very easy to contact and had amazing customer service skills.  very professional and i am extremely happy with my sign.,1
"Got this as a prize to give away at my Halloween Party, which was Moon themed.  Everyone wanted to win it.  Had to frame it myself but it looked just fine in an inexpensive black frame.  Happy.",1
"Prompt shipping and it arrived in excellent condition. Very nice quality, printed on a good heavy weight paper stock. Good color and looks vintage without looking faded or shabby. Very pleased!",1
"Great product, even better customer service. I love mine!",1
Absolutely beautiful!,1
I am so amazed by the quality and quickness of this! I can’t wait to give it to my daughter for her birthday! I would ten out of ten use this seller again ❤️❤️,1
Nice bracelet,1
The dots didn’t transfer and we’re stuck to the paper :(,0
Wonderful gift for the Goldendoodle lover in our house!,1
"The only concern I have is that my hair was caught in the earrings a few times. The color is gorgeous, and they are comfortable. Would buy them as a gift for someone.",1
Super cute! I had to bend it a little to get it in my nose. Stays in pretty well but I'm used to putting a .22g in my nose and this is a .20g.,1
Love the print,1
They sent me the wrong ones at first. But they fixed it right away. I love them so much I bought several for me and my family. They look really great in my yard,1
"I received my first bar of this soap as a gift and I am so happy to find it on Amazon! It is a generous sized bar that lasts for a long time. The foam is soft and the bubbles are small and tight. It feels amazing on my face and my skin feels clean and refreshed. I'm not a fan of scented products for my face, and I so appreciate that this soap is not scented. I'm going to order another one when this one is gone. You can't go wrong! See",1
I am very pleased with my octopus...I recommend it to anyone crazy about octopus' as I am..,1
Exactly as advertised and they turn out amazing,1
Great quality and perfect size.,1
These are extremely sparkly and look very authentic. Love them!,1
"The lid was secure, works great and very cool. Kids got a lot of fun out of it and made teaching science more fun and interesting. Not a lot of ferrofluid in it, the photo on the product shows a little more than the actual product I got.",1
These charms are absolutely wonderful. I wear them everyday. I love them and am so glad I bought them.,1
It is a beautiful bracelet handmade by another human being for the enhancement of your health and happiness.<br />That thought alone makes it a great gift,1
I requested a replacement beccause the band was too tight. The second band i received was extremely shorter in lengthand the clasp did not fit together.<br />I loved the band but my concerns about the size were ignored and the band could not be worn.<br />I requested a refund. After returning the item twice and paying for nonfunding shipping it was not worth trying for another replacement.,0
Second purchase with this seller. Badge holder is so cute!! lots of compliments. Arrived quickly.,1
Easy to put on and really simple classic look. Not too big of a hoop which is great for me,1
I have the perfect leaves scarf to go with this..  It is eye-catching and love the dangles.,1
Rings are so cute! I love it but the shipping take very long. That’s why I gave 3 stars.,0
"Sent with a personal note from the small business owner, this is Amazon at its best, connecting customers with domestic artisans. The item is beautifully designed and hand-crafted. Much nicer in person than in the photo, I highly recommend.",1
I love the cute design of this towel but the gray part is very thin...kind of low quality for the price. Hoping it makes it through the wash.,0
Cute and nice quality. Exactly what I expected.,1
This is even more beautiful in person!!,1
Love the fragrance and the solid cologne.  I feel the scent seems to last longer than some of my other colognes and the size is a bit larger than some of the other solid ones I've bought on Bespoke post.  Overall I'd buy from them again and would like to try some of the other fragrances out.,1
"Love the vintage sterling silver setting - very unique! The seller shipped very quickly after I ordered the ring; I received it in 3 days. The chalcedony stone is a lovely aqua color, leaning more towards blue than green, and goes beautifully my wardrobe, which consists mainly of cool colors. I love the look of handmade sterling silver jewelry and this is a nice addition to my collection.",1
"Beautiful quality, the engraving looks great, and it is a perfect fit for 3.5&#34; x 5.5&#34; notebooks. I emailed the seller for shipping information and she got back to me right away and was very helpful. It is lovely to be able to support small sellers on Amazon. 10/10 would recommend!<br /><br />*Note - it is a smooth and soft genuine leather so it will scratch but I think that just adds to its character.",1
Hi ! I purchased a keychain two years ago. We just had another baby. How can we order just one fish name tag?  We love this product. Thank you,1
"This is a simple, dainty yet beautiful necklace. I glammed it up by adding  a birthstone gem to it. I bought for my boyfriend’s daughter that turned 16. A personal gift, yet not too intimate. She LOVED it! I recommend 100%. Came with a cute gift box and a card to personalize a message.",1
Beautiful and delicate.  Just right when I need a daily earring.,1
Super cute necklace. The black obsidian goes with many outfits! It gets lots of compliments. Can wear it casually and to the office or even with a dress to go out to a nice dinner!,1
Bigger than expected but still cute,1
Great conversation piece and accent for my office.,1
These earrings are great for those that like a classic minimalist look. I have sensitive ears and they didn’t irritate them at all. Highly recommend!,1
My mom loved it she so happy now thank god 😂😂,1
Love these stickers to flair up  my laptop with memories of where I've been to keep in good spirits during this pandemic,1
Not going to lie at first I was very skeptical of this and I was unsure about how it was going to turn out. After receiving those doubts went away immediately! I have never been happier with a purchase!! The leather isn't super thick so it is very comfortable. The leather is also very soft so it doesn't irritate the skin. The metal charm is durable and the carvings are even and gorgeous! It also fits a man's wrist comfortably. I had my dad try it on just to be sure it would fit my boyfriend's wrist and he thought it was perfect. I am more than happy to gift this!,1
These are terrific. I don't know how many times I have ordered & gotten hugh earrings. These are just the right small size & elegant.  Perfect. Finally.,1
"Great quality, survives my baby tossing it to floor many times in grocery store, not one crack or scratch! Very well made, love how it’s swen to case",1
Thank you Southern Barefoot Designs for the perfect sign for my magnetic chalkboard project! It is perfect. Everyone asks about the sign!,1
Great white elephant gift for Christmas  or for some bathroom humor.,1
"Ordered the Lord of the Rings-Prancing Pony and Harry Potter-Leaky Cauldron pint glasses. They came wonderfully packaged, safe and sound. The detail is VERY clear on the glasses. Wonderful product! 10/10 I would purchase again.",1
"I bought these as a gift for a coffee lover, and she is enchanted with them. They are gorgeous, and unless you look closely or are told, you'd never guess she's wearing coffee beans! I'm very happy with my purchase and I love the company's mission and ideals.",1
Did not work at all and wouldn’t refund me. There was a time limit even though it was almost full. Cat is dead and it’s in the trash!,0
"Pretty, but very very small. Details are very hard to distinguish.",0
"These dandelion wall prints make the cutest artwork. High quality and quick delivery. Very soft and welcoming design while still being modern and sleek. I used them as decoration in my bedroom but would also work great in any room. I combined the dandelion prints with another one of DreamTree prints' products.  ""Love The Life You Live Wall Art"" is one of the two prints I ordered in a different set. I am excited for friends to see my new decor.",1
This I believe is fake because I found the exact image on google and printed it on colored parchment paper. All for free,0
This product works great for my beard!,1
Unfortunately not happy with order gold is more brass orange and coins have tarnish color on them. Cheap product.,0
Didn’t open package due to wrong purchase BUT I was able to see the top print and it looked beautiful. It would be a wonderful addition to any home decor if you are considering.<br />*The return process was timely and effortless.,0
Nice little piece but I would rather it be sterling silver .,1
Love it,1
I ordered this for the mirror in my massage room at work and was happy with how it looked and how it turned out. The only issue I had was the dot from the I stuck to the overlay when I tried to apply it. I had to peel it off with my fingernail and stick it back where it belongs.,1
"The keychain is gorgeous and such a unique gift. Bought two - one for me and one for my boyfriend for our anniversary. I love it! Was made and shipped fast. Just in time for my anniversary dinner. Thank you, thank you! Definitely check out her stuff!!!",1
Loved this ring,1
Love this product ...  no more dirty splinter-ridden outdoor picnic tables at our camp sites. Kids are happier too !!!,1
"I made these into magnets for stocking stuffers, and everyone loved them!",1
Love these!!!they're perfect for me to keep track of my Bill's in.,1
Cheap and didn’t come on time when I needed it,0
The quality of the pictures were amazing. Will definitely purchase from this vendor if I see something else I like from him.,1
Got this and another drawing for my daughter for Christmas.  She loves them. She framed them and hung them right away,1
"When I ordered these I was led to believe they were 14Kt cold and after reading the specs saw that it was gold fill.  Little disappointed that the caption states 14kt gold and no mention of ""filled"" in the heading.  These were a gift for my sister and she loves them so I kept them.  Needs to address the full description in the heading.  Very misleading on their product.",0
"I absolutely love this bag. It's a great quality, the writing is flawless and the font color is so vibrant. I appreciate being able to customize and look forward to purchasing more from this seller.",1
Really cute,1
"Love this ring, I get compliments on it often!",1
"Just so y'all know, the symbol of the heart with the infinity symbol in it is the accepted symbol for those who practice polyamory. Yeah, go ahead and get this for someone and watch it cause some awkward misunderstandings.",1
"My favorite decal! I’ve had it on my car for a year now and is still in great shape. It’s been through rain, direct sunlight, wind, salty air, everything! Be sure to follow application directions.",1
"Nicely made, should last a long time",1
Beautiful !! Matched this bedding perfect !!,1
Looks great !!,1
"Ordered this for our home movie theater, the replica print came quickly and as described. It’s printed on high quality photo paper and is gorgeous!! We ordered without the frame, it arrived well protected and without and blemishes. I look forward to ordering more items in the future. This will be a cherished item for years to come.",1
She just wished the chain was about 4' longer.,0
"Love them, they complete my serenity bathroom",1
"We actually ended up receiving two different puzzles from this seller, one was shipped on accident, but we were told to keep it and our actual order would follow. Both  the State &amp; Wedding puzzles are awesome. Great quality. Our wedding puzzle was neatly wrapped in tissue paper, the heart that was engraved was nicely placed on top inside the box. It looks just the picture, if not better. We are more than pleased with our purchase. We will definitely be ordering more from this seller in the future.",1
Very thin silver or whatever!  Ordered six birthstones and they were all December!  Too much trouble to return.,0
Bought this for my Son in Law and it was Perfect!,1
"My order for the wildflower sign was misdelivered but the company immediately replaced the sign with a new one.  The sign is charming, well made and very easy to put together.  Everything was included in the package.",1
"This was a Secret Santa present and my person absolutely loved it! Heavy, sturdy glass and beautifully etched.",1
I like this company and everything I have purchased is wrapped really well and it looks great. Beautiful colors and he is a great size.,1
Exactly as pictured and described,1
"Had a rough time getting the item and possibly not even because of any fault of the seller, but finally got the item I ordered back in April a few weeks ago in June and it sure is a beauty and glad I was able to get it!",1
The stone color was way off and the ring size is huge,0
"They're nice and genuine, but the backings fell out. I thought the seller was going to send out an extra set for the 2nd purchase, but only received 1 set. Good craftsmanship on the casings themselves though (I reload so I would know).",0
Looks great,1
A little hard to remove screw to place key. Also difficult to replace screw.,0
My Granddaughter is autistic and she has a love for dinosaurs. These pictures made her incredibly happy.  What I loved is that the type of dinosaur was creatively spelled out in the picture.  She attends a school for autistic children and I can’t help but believe that she will learn from seeing the pictures of the dinosaurs with the name spelled out.,1
My granddaughter loved it very nice on time shipping quality is excelent,1
These were exactly what I was looking for. I lost one from my old pair and was so happy to find these. Thank you!!,1
Wonderful,1
"Very comfortable and well made! Much nicer (and prettier) than the bulky black ankle strap I've worn in the past. Nice, well-made pocket to keep my fitbit secure. Thanks for a GREAT product!!",1
"Absolutely love this!!!! Highly recommend, fast shipping and came exactly how I wanted",1
Love it!! IT'S elegant yet strong!  Very pretty IMO!!❤,1
looks great on our kitchen wall. seller was helpful with answering questions. definitely recommend.,1
Easy to hang.,1
Cheap plastic.<br />Wanted the wooden beads,0
Love love this product. It’s a good size for my front door. Very sturdy and holds up well outside. No issues since I installed it in Feb 2018. Highly recommended.,1
I was looking for the pink color in these earrings to coordinate with an outfit I have. It lived up to my expectations.,1
Awesome picture.,1
Beautiful work.,1
Beautiful wreath,1
these practically glow! great color and sparkle w/o being too much! nicely made,1
Love it!,1
I cannot explain how beautiful this is I love love love it!,1
"I sent this T-shirt to a friend who recently took in a rescue dog.  She said that the dog (Hope) needed her as much as she, needed her (Hope.)  My friend said that the T-shirt was Beautiful and Thoughtful.",1
"Overall, I love this tank! Came in very quick, and it is good quality. However, this runs about a size or so small. Thankfully I sized up so it fit great, but keep in mind that you may need to size up! I normally wear a 2-3X and I ordered at 4X.",1
"Beautiful work, high quality materials and excellent craftsmanship.  I will be ordering from them in the future.",1
Very sweet. Hung above our bed. Husband loved it.,1
This necklace is just the size and length that I have been looking for. Very petite but something you could wear every day with most of your other jewelry. Delivery was quicker than anticipated. It came beautifully wrapped in a gift box. Seller was right on top of the delivery making sure all went well. I recommend both the product and the seller.,1
Quick delivery. I like the simplistic design and the classy personalization,1
This isn’t worth it!!!! I’m very disappointed I purchased 2 the print you can’t even see... don’t waste your money.  It’s interesting that the picture shows a bold color however can’t see it all!!!,0
"Ok so i originally bought this for my husband bc I thought he might have a lesion on his eyelid but after going to a dermatologist they said it was just a ruptured blood vessel, phew!!<br />Since he wasn’t using it and I had ran out of my usual face cream, I decided to make use of this stuff. I love it as a daily moisturizer, especially in the winter when my skin is begging for more moisture. I can’t make an honest recommendation for using this to treat skin issues but I do enjoy it as a moisturizer, it leaves my skin looking SO glowing and glassy. I may not buy another face cream and keep using this as my go-to moisturizer, especially bc a little goes a long way; I’ve been using it for at least a month and have barely gotten through 1/3rd of the container",1
"I used 1 cube, and the scent immediately gave me a headache, i was looking for something comparable to bath and body works hot cocoa and cream candle and this just wasnt it. The throw is wonderful, but the smell was not my cup of cocoa!",0
Awesome item,1
"updated review, I've had it a while now. It's very durable. The color is subtle, looks white most of the time but it's super pretty regardless. Its a nice blue in direct light, super smooth and I usually forget I'm wearing it. It's super easy to clean, handles water well (I work w food) and I sleep in it everyday. Never showered with it but I'd assume that'd be fine? I changed the chain for aesthetics, the original one is nice. Idk if it causes discoloration, but I didn't notice anything prior to the change.",1
I had some difficulty with installing.  It took a bit longer than I’d hoped.  It looks really nice in our bedroom though.,0
"These are not only personalized, but also are excellent stickers.  The kids wore them (and didn't treat them kindly!) for 8 days, swam with them, took Magic Bands off and on, and the stickers stayed in place and looked great.  Highly recommend!",1
I have an incense burner(s). These sticks are strong scented(wow).,1
Precioso,1
This is perfect! It holds 4 collars easily (2 invisible fence collars and 2 regular). Very happy with this cute collar leash holder.,1
"Perfect, seller even messaged me picture before it was painted to be certain it was to my liking.",1
So tiny can barely read name,0
[[VIDEOID:7b34b1fc32480305128fdb03ba647cbe]] Buy this!!!!<br /><br />I bought another one and hated it so I thought I’d try this one & I ❤️ Bc it rotates on a swivel and is so easy to use.  Small and does exactly what it should.  I never have to lift the magnet off the door bc it simply rotates around on a swivel.,1
"We needed this name tag to complete our little dog corner.  I love it!  I ended up spray painting it myself, so save yourself some money and buy a can of high gloss spray paint! It looks great!",1
"The picture looks like they have used a milk white case. It’s not it’s clear and the leather is absolutely delightful.<br />Well made, protective case. If you like southwestern design, you’ll love this case!",1
Graduation,1
"These are cute and light weight,  just bigger than I wanted",1
I Framed and and hung in my kitchen. Looks vintage and beautiful.,1
Love this. Beautiful work,1
Very pretty!,1
beautiful,1
Well made and super cute!,1
Such a cool throw back for my office,1
"Super cute, bigger than I expected. Well made.",1
Our son absolutely loved this! Very unique piece. The seller was very helpful and quick to respond. Arrived better than expected.,1
"These earrings are very pretty. They came nicely packaged with a tiny leather case and a polishing cloth, which is a nice touch. They wear nicely, not being too heavy.<br />I took off a star for two reasons. The thinner part of the band seems to flex quite a bit, which makes me a little worried that they are vulnerable to snapping. What is more worrisome is that after wearing them out for a few hours, the center of gravity shifts quite a bit towards the thicker part and they are about halfway out of my ear holes. If I didn't put on tiny clear earring backs I'm sure at least one would be gone by now. If you're going to buy these, buy some earrings backs too. Maybe they will start including them if they read this review.",1
Great product and price! Exactly as pictued/descibed!!,1
This fit over her ear(Cartilage) and was easy to clean,1
Love these. Use them as napkins and paperless towels. Would buy again.,1
"Was broken when aas delivered, fabric was only thing holding it together.  Otherwise, very cute design.",0
Exactly what I needed! Super condition! I will be buying again!,1
"I love food earrings. I love working on movies. This pair of earrings was a logical buy for me, and I’ve received several compliments on them. My only criticism is that the paper box part should be protected with a coat or two of clear mail polish; I worry when they accidentally get splashed with water one day. The detail of buttered and not buttered pieces of popcorn is a smart touch.",1
Nice quality,1
I bought this for my mom for Mother’s Day and she loves it!,1
Very beautifully made I<br />Love this,1
"I loved how the invite came out! My only complaint is the text was such a light pink that it was a little hard to read against the white background. (So, it may be really hard to read for anyone with eyesight problems) But! I’m still satisfied with the end product. Saved me so much time. All I needed to do was stick the cards in the envelope, address them, and mail them. 💖",1
Love this look great in my love room,1
The claps is very small.  Hard to handle,0
These are night quality leather but they are so small. Definitely not the same style that Joanna Gaines wears.,0
Cheaply made and turned by daughters skin black,0
Love the outcome.,1
Beautiful!!!! 🤗,1
Hard to put on,1
Just received my prints and they are gorgeous!<br />I plan to hang them in my dining room for the perfect pop of color.,1
Beautiful! I gave as a gift and they loved it!,1
"The photos were exactly as pictured!! They are thick and a good, quality paperstock that is perfect for framing. The ""aged"" look makes them appear old. I can't wait to frame and hang them!! Once I do I will post an update with pics. Great transaction.",1
Got this sign to complete a gallery wall of pictures and it was perfect! Very nice and just as pictured,1
Loved them. Got them very quick and was everything I expected!,1
What a beautiful bird my wife loved it,1
I love the look,1
Too long (the ear end),0
"This watch bracelet is extremely beautiful and fits great on my small wrist! Love it, 10/10 recommend.",1
This is a pretty spa set with the different bath and body items. I got the rose scented one and like the smell of it. It’s pretty strong but that makes sense with all of the scented items in one small package. I could see this making a great gift for friends but I’m not sure I’d want to spend quite so much on a gift of this size. Overall it’s a pretty set though!,1
These are so well made and look so cute. I ordered the 8x10 prints then an 11x14 frame that came with the white mat. Love these!,1
I love the band! It's a little heavy for me at times though. It is beautiful and always grabs a compliment when I wear it!,1
"I wanted to write a follow-up to my original review. I ordered this item, and got the wrong print twice. However, I learned that Amazon actually packaged these and now the seller. The seller reached out to me, was very kind, and corrected this with no issues. I really love the print and appreciate them for working with me. The print is great and will look so good in my living room. Thank you!",1
This is a beautiful bracelet. It is well made. The beads are stunning and stand out. It is very sturdy. When you hold it in your hand you can actually feel the quality. This would make a wonderful gift for any occasion. I love it,1
"Very pretty, I like that they are titanium.",1
"Smaller that we thought they be-- I bought them from a non-profit's wish list so I didn't choose them. I like the variety of pronouns and the blank ones. They are perfect for adding to work or school ID badges, but a bit too small as a stand-alone sticker.",1
"My two-year-old grandson and I got this for his mommy for Mother’s Day. Couldn’t be more perfect it’s smaller than I thought but the quality is right on! Very pleased with this purchase, and mommy loves it.And it’s made in the good old US",1
Amazing thanks!,1
"As a music teacher, I wanted a music theme in my living room. This is nicely framed (by me and my husband) and goes perfectly with all of our original and purchased artwork.",1
I love this shirt. Good quality and super cute,1
Lovely and made a great good-bye gift to a dear friend upon her move!,1
The print are beautiful. They are on high quality card stock and the color is great. Can't wait to frame and hang them up!,1
Have not worn yet.  Can't wait,0
Got this as a gift for my daughter.  She loved it.  The ONLY thing was some of the pages were upside down.,1
Loved these letters,1
Great for everyday dinner napkins! Easy to clean and quick air-drying,1
"This was the first custom item that we received and I LOVEEE it 😩<br />Our original topper was $35, which was fine, but after seeing this one and considering that once it’s purpose is served it didn’t really matter, I reconsidered.<br />So glad I did! I followed the recommended advice to paint it yourself, so it will be silver.<br />It does have a smoked wood smell, but I like it lol. It doesn’t smell overpowering unless you’re like 6-8 inches away from it and it makes me feel like we’re about to have some good food! 😋<br />I’m completely pleased!",1
"My niece loved it, she is going to be my flower girl!",1
"I'm blown away at the quality of this product. I ordered a personalized decanter with 4 matching glasses. Once my order was submitted, a proof was sent via messages and approved. I received my product approximately 2 days later, much sooner than expected. Product is well crafted and was packed very well for shipping. I will certainly use this company again. Very satisfied!",1
Glad they used pink for my words,1
Beautiful fragrance and is very nourishing. Thanks so much!,1
Really soft....so far it doesn't make me break out. It fits perfectly and I love that you can pick the size.,1
Bought this for Mother’s Day and unfortunately it didn’t arrive in time. It was received two days late. The positive is that mom really liked it. The scent was very nice. It made her smile and that’s really what it’s all about in the end.,1
Fit my BIG HAPPY PLANNER perfectly!,1
I got it for my cousin as a gift and she liked it a lot. Overall quality nice. I liked that it was meant to look older and it still be on nice paper. Arrived in amazing condition. Made sure to ensure the product was not dented or folded in any way and for someone like me who likes perfection like that I was very pleased. It was like I was handed the product right after they made it.,1
Perfect in kitchen!,1
"Ordered option with Amethyst, Obsidian, and Hematite. Adjustable to fit different sized wrists. Could be for used by or gifted to anyone and would make a nice gift. String is strong and doesn't feel like it will break. It has a very classic sleek design that makes it wearable daily. It is not too small or appear too bulky for my wrist. I like it came in a small jewelry box already that would make it easy for gift giving and prevents damage during shipping. Will definitely be ordering more in the other stone options.",1
"This was a gift for our father's 80th birthday from my brothet . sister & me.  He needs nothing, so he really liked this",1
Super cute and high quality! I bought several designs such as this to go in my office and they are absolutely stunning. I’ve gotten many complements from my coworkers on the originality of these photographs. Love em!,1
They look like their picture.,1
"Cute earrings that you can wear all day, even in the shower. The stem is too long to sleep in, though :)",1
Really nice and easy tu put,1
Personization is coming off,0
"This is a gift for my granddaughter who will be turning 13 soon, I love all the colors in this , I love  how beautiful the gold plated areas look and the silver gems in the star if David… It is a gift so hoping it will fit and is made of good quality and will last her, as of now very happy with my order.",1
Will put a smile on your face when you enter your home. Can be used all winter. Love the red and black color selection 💕<br /><br />Worth initial investment. Will use for many years!  Highly recommend!,1
What a rip off,0
Very beautiful . But too heavy for me to carry . 😢,1
Beautiful and heavy pendant.  I absolutely adore this necklace!  The cord chain it came with has worked fine and I have gotten a few compliments about how nice and vivid the necklace is.,1
"These are super cute and comfortable but the backs are a tad tricky to get on.  The back is a TINY little ball that has to be screwed in place.  These are the earrings you definitely put in and leave in.  I have sensitivities to metal and haven’t had any issues with these, overall glad I purchased!",1
Definitely an attention grabber. looks really cute on my desk,1
This was the nicest gift I bought for family.<br />Everyone fell in love with them.,1
They are just as cute when arrived..will purchase  many more❣️,1
Perfect for use,1
"Packaging, perfect<br />Product, perfect<br />I needed this and didn’t even know. I use it often and love the feel, weight, colors, quality. I’d get more, one for car, office, purse and bedside. Just to make sure I always had access to it. Perfect for pockets. If my chapstick is there, this would be next to it!",1
"gift for daughter,liked very much",1
"Cute little earrings, smaller then you can expect so it looks good.<br /><br />easy to wear and it's lightweight so does not add bulk to your ears.<br /><br />It's Silver so I think it will remain same in quality over the time. will update here as time goesby",1
Beautiful prints! Love them,1
"Muy bonito, muy bien hecho. Definitivamente lo volvería a comprar.",1
The color is pretty and the design is also good. But it looks a bit wear when actually wear it.,1
Amazing canvas! I also taped the back to make it one big piece. Would definitely recommend canvas!!,1
Love these. So cute and simple with a double cartilage piercing,1
These earrings were a gift for my daughter.  She loves them. Received many compliments.  Excellent craftsmanship.,1
This Knit Pin is very cute. It arrived quickly and is very well made.,1
"Product is exactly what I was looking for, very well packaged. I will definitely be ordering again!!",1
Perfect gift. Thanks so much!,1
It’s such a beautiful piece! I can’t wait to add it to my charm bracelet. Will purchase from this shop again!,1
Loved Emily and loved this product.  Won't hesitate to order from her again!,1
So cute & well made. Perfect sagey/mint color.,1
Bought 2. One for my best friend and one for me. Lovely. The chain is WAY SHORT so think about that as you purchase.  But we both love our tiny BFF necklaces,1
"My son loved this necklace until he came home today so disappointed. He was dismayed that I had paid so much for jewelry that fell apart as the stone disappeared without his knowledge during the day. ""I didn't do anything that would have caused it to come out, mom! They just glued it in there!"" It is a shame that he has to learn at such a young age that not everyone builds products to be proud of.",0
GOT IT FOR A GIFT AND SHE LOVED IT FOR HER ONE YEAR OLD!!!,1
I love this product. It was a Christmas gift for my bonus daughter and she absolutely love it. It doesn’t look cheap and washed up. Great purchase,1
"Box was not what expected. The engraving is so small and light gold lettering on a light color box. Lesson learned. I'm looking for a local woodworker to darken the lettering. Contacted seller, no solution or satisfaction.",0
"Size is nice, and cloths are soft, just not extremely absorbing.",1
Love it and came sooner than expected,1
Purchased this for my son for Christmas gift. I thought it would be a great stocking stuffed.,1
Absolutely perfect!,1
This necklace is perfect. Just as described. Dainty and so pretty.,1
"Not only are these earrings really cute, comfortable, and different, the seller is really nice! She made sure that they fit my ears comfortably and was very responsive and caring. These earrings are easy to put in if you watch her video on Instagram. What helped me decide which earring was for my left or right ear, was that the end that’s not in your piercing, is on top, not the bottom! Hope this helps, definitely would recommend and buy from again.",1
It is a wonderful way to show someone you are thinking of them.,1
"Hilarious card, great for anyone who loves The Office!",1
This product was beautiful and even delivered before the delivery date,1
"I won't comment on the usual folklore about obsidian and tiger's eye bringing you health and prosperity, as the manufacturer claims for this alleged ""healing"" bracelet.<br /><br />What I will confirm is that the black obsidian beads, as well as both blue and yellow tiger's eye beads, make a striking piece, subtle and sophisticated.<br /><br />My wrist measures 7.5 inches, and the bracelet fits perfectly with the drawstrings tightened to the max. So wearers with wrists smaller than 7.5 should expect the bracelet to fit loosely. The manufacturer claims the bracelet will fit up to a 9-inch wrist at the other extreme.<br /><br />The bracelet also comes in a handsome presentation/storage case with a padded lid and interior, making this bracelet a splendid gift.<br /><br />All in all, two wrists up!",1
It came sooner than expected and it was perfect,1
I use them as a napkin and they work great. I’m about to order my second set.,1
The picture came out well and this company is SO awesome! I made a clear typo on the text/phrase I wanted on the print so they sent me two copies. They sent one with the typo and one with the correction with a friendly note saying they figured it was a typo and sent 2 copies just incase.  They went above and beyond and saved the mistake I almost made on my parents' 25th anniversary gift. Also the packaging to ensure the print was not damaged was excellent as well! 10/10 would reccomend. Ended up being the perfect anniversary gift for my parents and was in excellent quality.,1
It was perfect!,1
I needed a gift for my psychic friend and this is perfect ! Thanks.<br />  Maria Berger,1
A gift for my astronomer son. He loved it.,1
Wow. I was blown away by how amazing this portfolio turned out. This is a beautiful product. Definitely will buy more products from D&M Leather Studios. Love it. Just love it. A 10 out of 10.,1
This was a sturdy cardstock and the colors were bright,1
Very cute comb,1
"I'll admit I expected the hat to be softer than it was, but it's still softer from my girlfriends Northface beanie. In addition as I said said above the hat was surprisingly warm, and seems to have great build quality.",1
Great quality,1
This is a very lovely pin.  Will wear it often!,1
I LOVE these!!! They are so cute and comfortable!,1
It is a beautiful piece hanging on the wall. Great handcrafted work.,1
Love this grid! Really nice.,1
I was looking for a way to tell my in-laws that we were pregnant with our first child. Most of the items I came across seemed cheesy or not unique. We came across this pillow & ordered it. It was perfect! It was very well made & came with a pillow. It is very similar to something you would find at a craft show or boutique. I know this will be something they will keep forever.,1
Beautifuls,1
